order_id,payment_sequential,payment_type,payment_installments,payment_value
25e8ea4e93396b6fa0d3dd708e76c1bd,1,credit_card,1,65.71
ba78997921bbcdc1373bb41e913ab953,1,credit_card,8,107.78
771ee386b001f06208a7419e4fc1bbd7,1,credit_card,1,81.16
3d7239c394a212faae122962df514ac7,1,credit_card,3,51.84
0573b5e23cbd798006520e1d5b4c6714,1,boleto,1,51.95
d88e0d5fa41661ce03cf6cf336527646,1,credit_card,8,188.73
2480f727e869fdeb397244a21b721b67,1,credit_card,1,141.9
cf95215a722f3ebf29e6bbab87a29e61,1,credit_card,5,102.66
769214176682788a92801d8907fa1b40,1,credit_card,4,105.28
5a1f6d22f7dfb061ef29216b9af687a1,1,credit_card,4,47.69
4214cda550ece8ee66441f459dc33a8c,1,credit_card,2,170.57
8cd68144cdb62dc0d60848cf8616d2a4,1,boleto,1,330.66
5cfd514482e22bc992e7693f0e3e8df7,2,voucher,1,45.17
b69b9260e79a0da00e15f48de1bd2524,1,boleto,1,283.34
f45074ae38f2e01d9b854ec8d40362ff,1,credit_card,1,13.78
595f598849d89203c28d05d0fbf3f92e,1,credit_card,1,26.58
f9d0ec2fa088ac583e1ccd15b6686073,1,credit_card,1,89.68
e647bf617de735448a4ba54f8910393c,1,credit_card,1,65.09
b2bb080b6bc860118a246fd9b6fad6da,1,credit_card,1,173.84
00d8d65b666158b633f96054d31af43b,1,boleto,1,130.88
cf30fe76d1505192acee1c6dccb15545,1,credit_card,2,47.72
c10d412026c4077b8e83acf0fea04eee,1,credit_card,1,266.16
56c3277583e16009c925fdf116df420f,1,boleto,1,31.38
afef48d3c8a0b1b7c9b7f8f922fb5674,1,credit_card,5,153.41
d574338f566ca28dd67820f48ec1f1d8,1,credit_card,4,278.22
1807cc736321f14baa58ef39cf6e5989,1,credit_card,4,91.66
e8977f709bbb0367f51b589e6325f991,1,credit_card,1,132.51
343348b1e29e9fa9e7b6ab1027f9177d,1,credit_card,4,43.77
3ab4eea6776259ae8dfbabaeffece352,1,credit_card,8,387.8
10d9871bed9fb8d0887d3b9022edd1ff,1,boleto,1,84.14
c108072ab31ec90a754129c171577f5f,1,credit_card,4,210.82
55e2d723733c45033e71cb4d44690234,1,boleto,1,89.63
e3e9e3295f4e1512167c232a0aaae8a5,1,voucher,1,50.8
460d57443ffdcaeba240360239747cf7,1,credit_card,1,34.0
4cb51127f19f7254b320efe1718477dd,1,boleto,1,77.1
42f5954cda381bd032934ee38c453711,1,credit_card,8,402.42
3689194c14ad4e2e7361ebd1df0e77b0,2,voucher,1,57.53
97c111c4f22dfa1089a9c0b5338dcc79,1,credit_card,3,44.01
e1b4ee0e390fbac1dec439d72b45a115,1,credit_card,3,77.7
4c2e1a95586c815795a324d1599e7b5a,1,credit_card,8,117.71
c9f23db8a1cb725df9bdb3383bd72b38,1,credit_card,3,169.34
198298d54f269d8c5fe89e85a859af61,1,credit_card,10,342.56
b19ca559688b49e8cf7f88c1aa3f0009,1,credit_card,7,73.34
5be8d4719fe2e3669e2d07dddf3b6b0c,1,credit_card,4,117.85
4a02e985c7239d866a632f07ed20d9c0,1,credit_card,1,48.62
3e17eef8a8bd0131c7aed90d7508799e,1,credit_card,1,53.99
f8d323a2702fed37f0229965f7e9f8b3,1,credit_card,1,51.14
17e5131fe1d4b1a8dc14d4a66914f9d7,1,credit_card,1,73.34
20f136d890c31a62486c809f91a5b098,1,credit_card,10,117.68
557cc2675910c4a6c9b54ad276f25097,1,credit_card,1,56.77
3ba2d0012b1f34bc6ccbc31c4ba69f93,1,credit_card,6,60.07
f9d5bfb53147f381e81b89a848e26b16,1,credit_card,3,195.71
85a4fbdba48c815924115fb82330071c,1,credit_card,3,34.09
35525be13c4af8acae0bb6d13c27110d,1,credit_card,1,40.99
9acd1ccfbc6445c0cad9ee9ddb48054c,1,credit_card,3,81.78
83f24bbc4f76a2730ba9c9cfa32e6d07,1,credit_card,3,231.45
0b65284a1a74114ea029b7676fdc1ba3,1,credit_card,7,144.2
8973a53fcad22a79e0ff315e7f9a0fd9,1,credit_card,2,176.7
f090de1b2ed9f4e251662cb31e3c7127,1,credit_card,2,27.63
2ccde1e4676c20b9444e2bcbed36334c,1,credit_card,8,134.56
0f4b5614da144989e2acc5291af24357,1,credit_card,4,96.98
1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03
a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,credit_card,1,17.78
60ead11db6b36221fe1424e330883a9a,1,credit_card,1,44.0
8f936fb77c720ab9ccd618af38c885cc,1,credit_card,4,46.63
0fba53cb4e9429e38cd2750c32fa24a5,1,boleto,1,52.21
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88
f51e3c7f79d1e2c076acbb6af1588b95,1,credit_card,1,130.22
9184724aacd6a7da5bcf4c08c2c674a8,1,credit_card,3,57.53
8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02
c604ad5f1e0d0bcf9977cf46d1d72303,1,credit_card,1,31.0
55779fa8fe072d9f8c92d672154558f2,1,boleto,1,233.66
db43c1a570e28fe9da60a444e3616a2b,1,credit_card,7,186.72
a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42
4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
f244841f5a461472de8de82f023b1371,1,credit_card,10,116.05
3597f6476c27b4e1cc2f58588116f8f5,1,boleto,1,85.14
3b697a20d9e427646d92567910af6d57,1,boleto,1,45.46
55c0b6b41ce482c3f77407ef43fc6bad,1,boleto,1,26.08
845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41
953b6636ab2347a8ba37a16770db47f9,1,credit_card,10,379.07
886b114d034f4ac1d39d964c1b2a8182,1,credit_card,10,2027.16
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
2d1d5777f29a8ee6593cf90b85afb5b6,1,credit_card,1,91.17
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0
3f5a1c29c5881cc9902ed702efbdde45,1,credit_card,1,213.9
2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72
07d13d352c85dfbfa60dc56dea818335,1,boleto,1,32.62
9d8065ae4c6f5725ee052d02ab00f64e,1,boleto,1,82.06
d9d104af1ea99e0b7f6b0644eedc74d0,1,credit_card,1,40.95
9e59025992bd64bc26551391ed44a450,1,credit_card,3,67.01
3b9e43d6eba694f8a29c11ee67a04f2c,1,credit_card,8,242.1
57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56
d4fdb2be174c84a6409a3968c55b01c5,1,credit_card,1,39.92
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
c1b770015e27aaf2b475026989d04fe0,1,boleto,1,137.73
1a9b986cfe31ed59c5a6c00287db7e74,1,credit_card,1,31.75
c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1
2ad6c6594bf0917a25ff8b8918d4b7b0,1,credit_card,1,40.0
332c6742772f2df936696b6512b10edb,2,credit_card,6,134.55
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
aa7c35fd606f4275e267e859c6a84d0f,1,credit_card,2,26.68
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0
85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8
11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09
9062b998bfc2521b3978b34034ba6e1e,1,credit_card,1,125.41
999d0185fdc3859e118a76c1e7d8dfe4,1,credit_card,2,25.33
d121cbcb7091fbd55ad0344e0f045982,1,credit_card,3,49.7
d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23
251d586514cbf0cace61e03c54a7bf1c,1,credit_card,10,311.18
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68
7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88
27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39
cc1cc1d6081f7f07a16cc1a3e4ba0b78,1,credit_card,10,208.41
a5b431090739891ac76875d9ad9bff23,1,credit_card,4,232.05
ad62ce74c314772d34c956d73fb305f3,1,boleto,1,69.33
a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0
1c67e99dc37224bf3ad220ae2368c068,1,credit_card,1,106.96
4ff8e28200e5a7a50b448cfaaf1f8ed3,1,credit_card,10,2288.31
2176f1406c11f07dcdea94931730770d,1,boleto,1,88.08
08935d5052c6414b1960eb67796d01f5,1,credit_card,4,117.39
f553b61e2a7f6dc62c5f8de4ffb4a031,1,debit_card,1,194.91
1966886b80f14d0588adf6406afb0026,1,debit_card,1,68.89
f6ed483455295c6e7544f141244cd981,1,credit_card,2,151.51
bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85
b798fc527c548bfa5f069b5b29195275,1,debit_card,1,225.63
6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6
a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83
97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44
7250e10eca3d7f71a091ac5752d3228f,1,credit_card,1,221.96
24abd231b3f48073eb9bc660b3eea5fd,1,credit_card,2,38.06
2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42
7354aed5e2d142803a8121059f1e9324,1,credit_card,4,68.16
b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99
f0d8a84693b073fa90c69667c924ff8f,1,boleto,1,92.57
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
f6eb6190398bfb32871584bd111dec04,1,credit_card,5,119.45
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
1f31fc163d36ff823c54a14e947b5bc8,1,credit_card,2,114.13
d4c46523b1239f182b74fb0ea1c27f32,1,credit_card,1,396.97
88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85
e6f98f32bf5e724269a5e9cb2529f2e3,1,credit_card,5,153.22
acd76a8508680cbb5d4c04707be03f87,1,debit_card,1,145.01
29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194.0
490f30e8fa50cb3ef01058c9ab43048d,1,credit_card,1,49.59
a23c7a7d06f1f8e9f6e45f934c7e106b,1,boleto,1,245.94
621b8e90f6fd06a792af8bdbbaf64a92,2,voucher,1,72.42
e4fe84926e03b0030e643318464be6a7,1,credit_card,2,217.15
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
4cc95216e51190048472a2baf6fa53ee,1,boleto,1,56.05
1c859fbb6e7f238f3f6134628b845f3a,1,boleto,1,26.09
9027f38fa8afb91a7ad77fd92abf97a1,1,credit_card,5,477.45
e199c3b74cd391568e7c99aa28b0f274,1,boleto,1,168.51
94a71bedec852e752e86d530d03d6061,1,boleto,1,31.86
64d6282bba1a1c015acbdcacca391253,1,boleto,1,40.87
0e2b7e9ea88624cc24fe978983190dea,1,credit_card,3,206.87
cfae1e992eeb0f51ba0de3ddb87b33da,1,credit_card,1,134.38
c776863a93dc0740c6e7d78104b21413,1,credit_card,3,264.08
ff2debba53c9c8185f517f7b3a936aed,1,credit_card,10,240.77
c8ea1ac95f4f994f94fb57e99dcca985,1,credit_card,4,49.01
c24a00c414738de9ee6121f179ebba9c,1,boleto,1,107.87
cee90a4ed9adb7e720e6007bcc43e4e3,1,credit_card,3,62.01
ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
a144da15ca9cb1ebccf012a14736c54d,1,credit_card,8,256.37
ce70855bb79f7086da0e4974f7324ac1,1,credit_card,1,47.84
8f4be74e60d163c72a59ba577a642d70,1,credit_card,5,125.87
7246a71d326111872bfdfd34f495dc4f,1,credit_card,5,117.53
8e6df87600aae0285919b5529f7f0bfd,1,boleto,1,126.48
b45255a6696ebb8f53915a109a16458a,1,credit_card,4,125.29
2df8ef770ee7c12291ed7811f4f414c5,1,voucher,1,56.89
75450feecb51c39e54f4bd4c74b867e5,1,boleto,1,46.78
87b8f9f472fb04cdbf53fb55a3591b5f,1,credit_card,3,72.66
9a8743fed3cc7a477eb92cb0ca0e7d26,1,boleto,1,50.1
d0e9849de800fdb4cb3b5e6d42c6b367,1,boleto,1,85.79
838411338443a817cfb4c26f0f7a9c9a,1,boleto,1,63.7
bedae8df4e37a65ccbec319872296b89,1,credit_card,3,433.07
16b6123f7077419424bf89af74e2d054,1,credit_card,10,642.02
e147052b9ecc00bf938f9e8581944207,1,credit_card,4,263.95
06ff6cb289c9f1d1ccacc6764874e3c2,1,credit_card,1,57.89
4436eb8a73f08dc5c4ba8b1e5b96d290,1,credit_card,1,383.99
dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
fff7c4452f050315db1b3f24d9df5fcd,1,credit_card,1,756.91
ed90ba41c41da31da8e891ff43a584d1,1,credit_card,7,156.22
0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
47d051e89cf6490245136694a26a4395,1,credit_card,5,107.35
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
9786fe4bfc559809a4bc1a58b72e2077,1,credit_card,8,368.92
817e8b5495d2b31da82dfe5a89aacdba,1,credit_card,8,281.5
8ff5ec04a3f395979b2371a0a9ef4136,1,credit_card,5,121.78
a72d1276fd9d74c154120c3a11eba771,1,boleto,1,75.69
2b49d60af10ea7e2443376987ec8a184,1,credit_card,1,35.7
683bf306149bb869980b68d48a1bd6ab,2,voucher,1,30.0
440b07cde0dc78d377c42d29845bcafd,1,credit_card,1,37.74
f6e638ae1f17003aac1cb6dc6a93ba73,1,credit_card,1,79.88
1dfbde97fe9eccbac2db9ab2f3d45a9b,1,credit_card,6,348.74
8a170c32858870f69d7a3477fcca9a4b,1,credit_card,3,64.05
5ad7d897998f9bab0176a1c82b7437ea,1,credit_card,1,91.28
a3670896f8c6f70396896223eb4ca8be,1,boleto,1,72.9
33f3e269b872b41e5f90b01a92d454eb,1,credit_card,3,543.83
c3fa73017c4a172907d79669eda248d0,1,credit_card,6,139.07
af045d3e5d7082db57d5b5dde3c0c97b,1,credit_card,1,41.42
ede510a059fd07ccec20bff19a227fa3,1,boleto,1,203.16
fa9ef315051f18a68686aca274ae8f2a,1,credit_card,4,107.78
0705d1148d3c3d342f1a8c8ad33e5d3f,1,credit_card,10,117.85
35d75af8e37e575e033ae1a48c1236ed,1,credit_card,10,202.44
81c2a9cc7a5d970fa1cb04443002088b,1,boleto,1,73.03
7a415e8280c3ae4d608481124c4f5d62,1,credit_card,1,68.7
8543d2d86c69647af5e2d957c3d21b85,1,credit_card,2,92.99
e8f9288c671277ab525571871aef27cd,1,credit_card,3,36.0
30f54cfb85a2cf596ee5b7a589d3ffa0,1,credit_card,3,130.14
604b550c04e61700ab7bcb2ac5b5ca53,1,boleto,1,710.23
cc80504e2db2b7b744e2bfe2450c95d3,1,credit_card,5,59.51
c75886866a89a0c9a04fbcd4699f3772,1,credit_card,10,667.99
61792c6272346d7f4b7c5b1747df7b1a,1,credit_card,4,49.34
65bbd0719855fe808bb19f62dfa9f42c,1,credit_card,1,354.64
46c7c115d719ca780eebedf719fbd4e1,1,credit_card,4,59.71
e899327a5964f4d29698667a231e6b9d,1,credit_card,5,51.66
ac0da888b1077d0f40b33eea6de6297e,1,credit_card,1,52.34
fd26702a3f7ee5d86580de591ff53e3f,1,boleto,1,56.42
e3c6bf3aad3a42c48ae9619ac88d0b3d,1,credit_card,4,64.51
aa4f33b236ebf41f573308022ef7496b,1,credit_card,8,193.5
189ede25eb8522abcbd3592d08811f85,1,boleto,1,280.08
828c3114b783f896fba059433600c471,1,credit_card,1,77.57
fcf62e3aab276898567e4ab7e973417f,1,credit_card,4,60.2
a6afa7362f8ec053b0b61cdc8f1c8b25,1,boleto,1,48.1
940d83f3286808e4f8b1a7ac975b2aa9,1,boleto,1,76.02
238bcd7a2027e5f32fd185c264d73786,1,credit_card,2,84.56
3d7fb1dd6ff6f0eedb9976eda81e4a95,2,voucher,1,20.0
0ec392fc56b5d2e7e4279c19c51b6460,1,credit_card,5,127.53
8cc7ecd8057b154fb9227536dba2ce24,1,credit_card,5,150.15
f8aa20752115b536eacee3d561989f35,1,credit_card,5,112.4
5accb23a030458bbfb5eb669903f05b7,1,credit_card,1,35.4
689e8820798347950a2649f71c734bd0,1,credit_card,6,189.98
503ede67b27bbb1c7dca67c00af403a5,1,credit_card,2,228.6
bea175d990526fa16d7d6d5ea071d065,1,credit_card,8,257.3
89ce68f38090867719b22774f8bf5861,1,credit_card,6,162.99
9378b5fa3133e86bb44a365e66c24b03,1,credit_card,5,53.15
952241c48f34d58c23ca57964d413834,1,credit_card,2,88.2
332e264249f30a888b81bffd7a84e03c,1,boleto,1,131.47
4f037f852cf9b1a96760775d55221c33,1,credit_card,1,84.23
1314353395f7148ba64400eab34bb50c,1,credit_card,10,156.73
290069e93a387bceb35f0106717ab803,1,credit_card,3,69.99
33c011fdacf02b14181fcd81f4b5ece0,1,credit_card,2,162.1
0cc14454cb400b7b154e0a45ffd5c2f9,1,credit_card,1,57.11
8d6ed3e982e12a1684b31540309e044b,1,credit_card,4,236.81
d73f657ce49ec301ac81116e74bd0571,1,credit_card,3,65.1
01e6f40a293da5a9dc11e49695c7541d,1,boleto,1,64.09
6eab6f37ff2d390d23be84642739b500,1,credit_card,5,279.4
c1219b88f5d48e3d0dd3229cbd88a722,1,credit_card,1,0.52
9c5bfba7de6a4abbb6ba0baab78d1622,1,credit_card,10,231.27
e43a8e7bb3db31ab15c10dfc9ef4e419,1,credit_card,4,69.41
85be7c94bcd3f908fc877157ee21f755,1,credit_card,1,72.75
b308154c76f89d8c52b41f7c8480d107,1,credit_card,7,71.66
6519cf54b544974af32f148f9087f86c,1,credit_card,2,80.81
caa275ffe24eb1662c6e22a43e200622,1,credit_card,7,394.07
08bc5baa3da6ce0746413cd9cf227e9e,1,credit_card,2,165.5
c39da54f19d2aa7b89667e4817f05629,1,credit_card,4,40.63
28156e3f154f44bf5cb8c3ee9978d332,1,debit_card,1,71.63
09c681e9069e20d7f2ecd587151f1b88,1,credit_card,5,311.57
b62880756e815882264069601458b5b1,1,boleto,1,100.21
5d5b8c94e2bc6b963da5af8a4b02bf08,1,boleto,1,80.55
4f22cd3d78d124f7ac060a3171493ef4,1,debit_card,1,36.35
175ba47aad2d017d2495c66b763a7df6,1,credit_card,3,130.0
aa7565b87e9b5f1ecf8b8ea7f745899c,1,credit_card,7,70.72
20c75d31d2151bf4e0b8b398e64fb163,1,credit_card,4,48.74
2f54d4ac9b0df5774cfa7c1250c4750a,1,credit_card,2,28.08
4862027da7986ac571a0bd91458ec358,1,boleto,1,51.1
774b04fe6502917d1952476fd1f3dd60,1,credit_card,1,67.83
41c7307fb0238baabade48573331cb55,1,credit_card,2,59.82
4b918a356d581c76170acb5f5644e79f,1,credit_card,9,92.57
aa04ee4542e835a3e6f4da876dc654c6,1,credit_card,1,19.33
66866953330f81976a2adcd51f603560,1,credit_card,3,143.18
73eedc4ca4a789813a63fe30856c805f,1,boleto,1,85.92
984cefe3260707e1f6fc38b18b2b276c,1,credit_card,4,102.05
63003bf6e2058e236f3f9ebb2872b234,1,credit_card,1,112.13
8f9b2d4a6cd80dc716a380365561a133,1,credit_card,1,197.04
d3454c86a9d5b5a519364756eea7e275,1,debit_card,1,149.14
dc70f94b8e8d37fbd4fbc0e31a008175,1,credit_card,4,106.32
54b73f808b0ff25da4276773c30ac269,1,credit_card,4,105.28
6ad99bac95eceb8ee72b78585c5baf88,1,credit_card,8,203.54
e6dfc4ce09d6557361948d3648ccb670,1,credit_card,1,206.08
6d0da5add693d625079fa8fdf40967d6,1,boleto,1,19.48
c283d7942d2bbca2c27a9c15ee2a390e,1,credit_card,1,206.76
a1f7a3803f5afa1b25182cbc0b2c38be,1,boleto,1,73.34
d6dae36830ffe3962efff0e91cc64127,1,credit_card,1,86.24
92e3a3bff7261e031fc2901b229ce73a,1,boleto,1,212.73
9b6a1b8bf017b64d6ff4d7fe7cd88f1f,1,credit_card,1,94.82
fbbc0a864330509c41ca4b4f0ff9b780,2,voucher,1,140.08
b790fce1eff8be3c9ff35c97cde2afaa,1,credit_card,10,305.19
2e69eb402e990dd7df2f12806dc38a4a,1,debit_card,1,88.08
f5b3d7bf340b33e9fac5e7f314525614,1,credit_card,2,116.36
407408433ee2a9ed77984aa5a06e2b2e,1,credit_card,1,76.17
c3efd4a2e8fb35fdc26a1312de8e2ca2,1,credit_card,3,110.04
84e18f4b5b541150af97e94f3cc0b2a7,1,credit_card,8,82.1
d85a98bb9881eb52e0efa5e9ddece3eb,1,credit_card,3,61.79
48ab980d180764382cfa411d2fb63dc0,1,boleto,1,86.83
2299befc86b7b31fc23dcba911582355,1,credit_card,1,25.5
0fa927b252421189a0e0d5725fb3832d,2,voucher,1,103.79
197be0df90e5b459a14669e32c8ce1ff,1,credit_card,6,114.28
531752ff49fa411d865ecde8cce5c7ee,1,credit_card,2,57.78
0d4bf86877b0763d194d50ca6a136bf9,1,credit_card,3,64.1
219fda9e83f9a3ac8e1baa10d6cc6366,1,boleto,1,40.01
dfa57a47eb4b524966a891189c893d04,1,credit_card,4,99.95
5fd03333c4c020a7eff08e6ef26ef8cf,1,credit_card,4,215.62
3f4870bf4008a2351a4855a865c454c7,1,credit_card,10,223.14
90932f88aac7cb89b8de1b8635b6d393,1,credit_card,2,56.41
1857ec1a182661136fe7584592437d51,1,boleto,1,566.63
a10e6749400b3ea4a674cec3fd3a9605,1,credit_card,4,64.0
3ef8344e342218131639ab03da0189cc,1,credit_card,3,151.09
c8584f2a0bdbf0ac38e859a8f7744039,1,credit_card,2,71.14
bd0f032970584aa4a5b78947cb63e455,1,credit_card,8,181.1
81bee7ecbeae8e9b41bef6d41b146b12,1,boleto,1,202.26
5256aac1d939c4bbc931cc7c1c78a419,1,credit_card,10,137.13
9c54a1816e487456bb7eb5082b9823ff,1,credit_card,1,2.01
048cc31326007f07b576b46beddecc12,1,boleto,1,272.58
6ad6a8701a498c74450b0876eda2ecb9,1,credit_card,4,87.36
68986e4324f6a21481df4e6e89abcf01,5,voucher,1,16.54
36963a629da6c57d926df8f37a9e63a9,1,boleto,1,33.0
ecdaf77dd1a8f3bbb92d88b14869b2f9,1,credit_card,4,84.14
15d2ed1b88ca436faafb7d7236dea795,1,boleto,1,76.08
a8ff452116db2ff4a2963f490afe5471,1,boleto,1,104.37
2f9892eb8df4a437d90cc5b1486f3b02,1,credit_card,3,121.09
a1431d521cd6c63636bd85cdad970498,1,credit_card,2,135.26
972c2e78e9af23a750a48184aadfca4d,1,credit_card,3,51.09
b0cc2434ee3727e682222a0f745a5948,1,credit_card,3,145.01
f75517cfb973c21eab8559a870263794,1,credit_card,10,231.27
b9a089706e16d5490f7a2feb363e32e9,1,boleto,1,149.42
5979684d63c8a62e550943dacdd1231c,1,credit_card,1,44.53
0132158c30672a8c52997a2492613ec2,1,credit_card,8,413.31
fe87d4b944748f63ca5ed22cc55b6fb6,1,debit_card,1,173.68
f947132461622a725c4661c580ab80da,1,credit_card,1,36.09
a38d122ad3e07ca8d13e4a42059b98d2,1,boleto,1,161.62
270f00466aae4f41f010eaba2da31425,1,credit_card,2,60.0
d790743eff8a57ec6b1bd64865b8c60f,1,credit_card,3,39.01
8616397296bf3ac1cc07c21a5c457894,1,credit_card,3,39.78
6de0a6791e7af4ed0514498e5100370b,1,credit_card,4,186.92
8effe67a72c715f926a6dc1a616a5ea9,1,credit_card,3,33.51
56430e0b9968b381942760e433583b27,1,debit_card,1,33.1
493c6b85f2b1911ffe31be7e8c2839c3,1,voucher,1,148.06
1634d04100d187e0f985f2eb2909cba1,1,credit_card,5,105.38
132f1e724165a07f6362532bfb97486e,1,credit_card,5,179.46
ca29aec188eb04a764fce98c6f69232c,1,credit_card,1,168.35
12788af294f51dd5ba2aaed208a45969,1,credit_card,1,77.89
63c5f492ab4ee6c249acbb4cff61ae3f,1,credit_card,1,407.9
6c98fa39891b33399785aeac3d7ee926,1,credit_card,2,424.04
25d919c7187a3f82b5437023a5e98e46,1,credit_card,3,157.2
88c9df242e26c36482168acfc3d250dc,1,credit_card,8,188.5
6bf0f652ea13e6773172c1899a925bb4,1,credit_card,1,65.47
99e34b586d1fa26ea713021ff647d18d,1,credit_card,1,39.42
c74e4862507efb811471cd922e6f3529,1,credit_card,5,365.32
73c21d26eefa3d24be02a149b9e69017,1,credit_card,10,188.34
df339f81c46dc0bf186cb6307d7cdb6a,1,boleto,1,35.4
6eea8cd99d26a8bbdf39d5289e4e7601,1,credit_card,10,590.72
3ca411651463b3a30f194126a1d6fda6,1,boleto,1,36.75
8c53283eca3bc0e603a48f2b8725e96f,1,credit_card,1,17.86
a6e963c11e80432334e984ead4797a8b,1,credit_card,2,63.1
5718fc130d653929872f0481438d3f66,1,boleto,1,39.42
ac033ca6c43caa50310de844a7868c8e,1,boleto,1,74.03
f03c93c7441f0edaa7987c4313467110,1,boleto,1,66.78
6365be88d51d66dbac002c738a56bae9,1,credit_card,1,64.34
262509218257310f675994ae58ffbfa9,1,boleto,1,49.05
d21873cfa21e689e4dbfd43a99326424,1,credit_card,1,706.84
4a686b47e7eecbd136617bf8ae7c9af4,2,voucher,1,20.0
081e5884f403fbe66f3bce77c72c9230,1,credit_card,1,43.58
aa4cb17e191453bc29e2d1f67f38a4ab,1,credit_card,4,48.15
42ee4f991900767ba353278c7c4f4df3,1,credit_card,1,149.54
de43e0e00259ee7b44c7a11e9b5d114f,1,credit_card,8,124.21
3c608a571543f2f2b96f2e6cb3a2d10a,1,credit_card,6,191.58
3ac963599c50b9beedbcebb47eb33af9,1,credit_card,2,123.04
8edc3a87d7a72e4350d65c9e1c613089,1,credit_card,1,153.98
6b64cb311a0d5baa18bc37ead02d657c,1,credit_card,1,55.91
64c9c64b12678438c07b5ec6cc785976,1,credit_card,1,33.1
79e5ae80172f5697f2402439382f2d77,1,credit_card,10,360.29
7db5f2eb8f5f54db9f9e71ba4296bcbf,2,voucher,1,0.01
33ce126846ecce9afdfe8f1b93551928,1,credit_card,2,61.79
54066aeaaf3ac32e7bb6e45aa3bf65e4,1,credit_card,2,61.19
1c79b6d729e3237f640dcf981b468fe8,1,credit_card,2,40.86
